Product,ASIN,Aspect,Avg_Dist,PMI,n_reviews,is_aspect,part_of_trigram
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,transfer file,1.53,0.00069,84,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,sandisk cruzer,1.01,0.00105,69,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,sandisk drive,2.07,0.0001,67,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,hard drive,1.03,0.00043,60,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,sandisk flash,1.7,0.00015,52,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,usb port,1.09,0.00151,45,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,gb drive,2.28,0.00017,44,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,large file,1.4,0.00068,40,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,data transfer,1.18,0.00059,38,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,gb flash,1.57,0.00027,36,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,write speed,1.04,0.00148,33,1,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,sandisk usb,1.82,0.00014,29,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,cruzer usb,2.1,0.00038,27,0,
SanDisk Cruzer 4GB USB 2.0 Flash Drive- SDCZ36-004G-B35,B001XURP7W,cruzer flash,2.13,0.00024,26,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,hard drive,1.07,0.00036,214,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,macbook pro,1,0.00275,121,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,boot time,1.28,0.00037,118,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,crucial m4,1.2,0.00079,104,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,ssd drive,1.37,4.00E-05,89,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,firmware update,1.27,0.00117,84,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,crucial ssd,1.67,0.00013,72,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,solid state,1.03,0.00697,66,1,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,boot drive,1.26,6.00E-05,66,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,old drive,1.79,0.00011,65,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,drive fast,2.15,5.00E-05,58,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,solid drive,2.07,0.00027,57,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,state drive,1.05,0.0003,54,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,crucial drive,1.96,4.00E-05,46,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,instal drive,2.13,5.00E-05,44,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,late firmware,1.26,0.00151,42,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,instal ssd,1.91,0.0001,39,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,windows boot,2.14,0.00018,38,0,
Crucial m4 64GB 2.5-Inch (9.5mm) SATA 6Gb/s Solid State Drive CT064M4SSD2,B004W2JKWG,m4 ssd,1.41,0.00011,36,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,wireless router,1.47,0.00011,185,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,medialink router,1.45,0.0001,117,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,old router,1.68,0.00016,111,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,customer service,1,0.00264,107,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,signal strength,1.09,0.00164,74,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,n router,1.29,0.00015,71,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,cable modem,1.21,0.00124,68,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,wireless n,1.28,0.00048,67,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,linksys router,1.59,0.0001,62,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,strong signal,1.62,0.00138,60,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,set router,2.43,4.00E-05,55,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,tech support,1,0.00222,55,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,replace router,2.17,0.00014,54,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,easy setup,1.85,0.00035,54,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,drop connection,1.59,0.00085,51,1,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,router easy,2.31,4.00E-05,51,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,medialink wireless,1.33,0.00013,49,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,g router,1.3,0.00021,48,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,netgear router,1.38,0.00013,45,0,
Wireless Router w/ WiFi Range Extender Mode (300 Mbps) by Medialink - Easy YouTube Setup Video (Part# MWNWAPR300N ),B0044YU60M,old linksys,1.16,0.00062,44,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,kindle fire,1.02,0.00015,807,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,fire hd,1.04,0.00025,567,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,kindle hd,1.91,0.00013,509,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,read book,1.66,0.00021,274,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,watch movie,1.58,0.00063,215,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,play game,1.51,0.00065,166,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,fire hd.,1.03,0.0003,151,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,battery life,1.01,0.00215,128,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,original fire,1.47,0.00022,115,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,kindle hd.,1.95,0.00015,115,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,original kindle,1.09,0.00011,108,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,watch video,1.67,0.00031,101,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,wi fi,1.96,0.00561,79,1,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,ipad mini,1.1,0.00078,78,0,
"Kindle Fire HD 7"", Dolby Audio, Dual-Band Wi-Fi, 16 GB (Previous Generation - 2nd),-R",B0074BW614,customer service,1.01,0.00258,76,1,
